,title,seller_name,description,initial_price,final_price,reviews_count,root_bs_rank,rating,bought_past_month,root_bs_category,bs_rank,country_of_origin
338,"Acrylic Paint Brush Set, 1 Packs / 10 pcs Watercolor Brushes Painting Brush Nylon Hair Brushes for All Purpose Oil Watercolor Painting Artist Professional Kits",AROIC,"11.8in wood easel 6 Pack 9 Inch Wood Easels, Easel Stand for Painting Canvases, Art, and Crafts... AROIC 3pack 14'' Tabletop Easel, Black Steel Table Top Easels for Display, Sm... 3 Pack 15 Inch Wood Easels, Easel Stand for Painting Canvases, Art, and Craft... Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.4 out of 5 stars 1,027 4.6 out of 5 stars 304 4.3 out of 5 stars 187 4.4 out of 5 stars 673 Price $11.84$11.84 $14.99$14.99 $14.23$14.23 $12.74$12.74 material WOOD WOOD Metal WOOD number 4P 6P 3P 3P brand AROIC AROIC AROIC AROIC",3.99,3.99,2439,3583,4.7,600.0,"Arts, Crafts & Sewing",51,China
342,"Nicpro 120 PCS Hobby Blades Set SK-5, Utility #11 Art Blades Refill Cutting Tool with Storage Case for Craft, Hobby, Scrapbooking, Stencil",Nic¦¦¦,"About NicPro Nicpro mainly focuses on Art & Office Product. We are dedicated providing more high quality tools for artists, students, office worker and everyone who is trying to steer the way Nicpro Hobby Blades 120 PCS Blades in storage case This Nicpro Hobby Blades are the ideal tool for craftsmen, hobbyists, artists and professionals alike.Designed specifically to make precise, accurate cuts in light, medium materials. Blade material :SK-5 Stainless steel 25° blades angle more sharper Durable, lightweight and rust-resistant Blades Size:#11       SK-5 Stainless steel Made of SK-5 Stainless steel, #11 fine point blade for better cuts.Durable, lightweight and rust-resistant. Easy-swap blade system 1. Unscrews the tip of your knife to unlock the blade and take out the dull razor.2. Swap out to lock the new blade in place and tighten it back up. Durable & Sharp Metal threaded anti-skidding knife with #11 Blades will provide you with reliable, consistent sharp cuts, day after day and save Times & Money       120 Pack #2 Blades 123 Pack Blades & Knifes 115 Pack Blades & Knifes Add to Cart Add to Cart Buying Options Customer Reviews 4.7 out of 5 stars 2,293 4.7 out of 5 stars 885 4.7 out of 5 stars 810 Price $11.99$11.99 $10.99$10.99 — Blades Size #11 #11 40pcs #11, 10pcs #2, 5pcs #7, 5pcs #10, 5pcs #16, 5pcs #17, 5pcs #18, 5pcs #19, 5pcs #22, 5pcs #24 Knife Size #1 #1 #2 and 9mm utility knife Blades Material SK-5 Carbon Steel SK-5 Carbon Steel SK-5 Carbon Steel",9.99,9.99,2293,5478,4.7,600.0,"Arts, Crafts & Sewing",15,China
347,"Artecho 24 PCS Paint Brushes for Acrylic Painting, Acrylic Paint Brushes for Oil, Watercolor, Acrylic, Gouache and Canvas Painting",ART¦¦¦O,"Premium nylon hair and nice aluminum ferrule   The handles of these brushes are birch wood   Different size paint brush   Waterproof case Artecho Together in art Founded in 2019, we’re a professional brand of art and painting supplies. It has successively built production bases for art supplies at home and abroad, established integrated production and sales channels, and brought professional, cost-effective products to you! The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.   Artecho acrylic paint acrylic paint 4.05oz Add to Cart acrylic paint 2oz Add to Cart acrylic paint 17oz Add to Cart metallic acrylic paint Add to Cart glow & neon acrylic paint Add to Cart glow & neon acrylic paint Add to Cart Customer Reviews 4.7 out of 5 stars 4,958 4.7 out of 5 stars 31 4.7 out of 5 stars 198 4.7 out of 5 stars 4,958 4.2 out of 5 stars 2,632 4.0 out of 5 stars 1,925 Price $6.99$6.99 $27.99$27.99 $54.99$54.99 $18.99$18.99 $19.99$19.99 $9.99$9.99 Colors 26 24,48 12 8,12 8 8 Volume 120ml/4.05oz 2oz 500ml/17oz 2oz, 4.05oz 59ml/2oz 20ml Type primary, metaliic, glow primary primary metallic glow, neon glow, neon Non-toxic ? ? ? ? ? ? Acid-free ? ? ? ? ? ? Artecho acrylic medium flow medium 8oz Add to Cart flow medium 32oz Add to Cart flow medium 64oz Add to Cart gesso 16.9oz Add to Cart gesso 64oz Add to Cart Customer Reviews 4.5 out of 5 stars 523 4.5 out of 5 stars 523 4.5 out of 5 stars 523 4.8 out of 5 stars 13 4.8 out of 5 stars 13 Price $8.99$8.99 $18.99$18.99 $26.99$26.99 $15.99$15.99 $29.99$29.99 Volume 8oz 32oz 64oz 16.9oz 64oz Type flow medium flow medium flow medium gesso gesso Item Form Liquid Liquid Liquid Paste Paste Non-toxic ? ? ? ? ? Acid-free ? ? ? ? ?",22.0,16.0,2866,3271,4.6,1000.0,"Arts, Crafts & Sewing",49,China
359,"Westcott 15968 Right-Handed Scissors, Kids' Scissors, Ages 4-8, 5-Inch Blunt Tip, Blue",Ama¦¦¦.co¦¦¦,"These 5-inch blunt scissors are specially designed for a child's hand. Complete with molded, asymmetrical handles for increased comfort and control, these cute scissors allow for right-handed use. Stainless steel blades make these school scissors both accurate and dependable. The perfect scissors for school kids, these mini scissors cut through paper, fabric, string, and other craft materials easily. Westcott is dedicated to supporting education and inspiring creative activities in the classroom and at home. Westcott products, including our preschool scissors, are specifically designed for growing students and created to be fun and functional with superior quality and exceptional value.",3.95,3.2,6588,1622,4.6,600.0,"Arts, Crafts & Sewing",34,China
361,"Mr. Pen- Paint Brushes, 10pc, Paint Brushes for Acrylic Painting, Art Brushes, Drawing and Art Supplies, Paint Brush, Acrylic Paint Brushes, Paint Brushes for Kids, Paint Brush set, Watercolor Brushes",Mr.¦¦¦n,"Mr. Pen Paint Brushes Paint Brushes Add to Cart Paint Brushes Add to Cart Paint Brushes Add to Cart No Spill Paint Cups Add to Cart Paint Brushes Add to Cart Paint Brush Add to Cart Paint Brush Add to Cart Customer Reviews 4.6 out of 5 stars 2,923 4.2 out of 5 stars 337 4.7 out of 5 stars 786 4.6 out of 5 stars 243 4.3 out of 5 stars 2,196 4.5 out of 5 stars 1,408 4.5 out of 5 stars 1,408 Price $4.85$4.85 $5.99$5.99 $6.59$6.59 $7.99$7.99 $5.99$5.99 $4.85$4.85 $9.85$9.85 Quantity 10 8 9 8 6 1 1 Quality Plastic Plastic Plastic Plastic Plastic Wood Wood Suitable For Acrylic Painting ? ? ? ? ? ? ? Suitable For Water Color ? ? ? ? ? ? ? Suitable For Chalk Paints ? ? ? ? ? ? ?",4.85,4.85,2923,5784,4.6,2000.0,"Arts, Crafts & Sewing",72,China
382,"Filbert Paint Brushes Set, 12 PCS Artist Brush for Acrylic Oil Watercolor Gouache Artist Professional Painting Kits with Synthetic Nylon Tips White",GET¦¦¦N A¦¦¦Sup¦¦¦¦¦¦,"FILBERT SHAPE NYLON PAINT BRUSHES 12pcs of different sizes. Model 1# 2# 3# 4# 5# 6# 7# 8# 9# 10# 11# 12#, Filbert Paint Brushes Set, 12 PCS Artist Brush The set of brushes include 12pcs of different sizes. Model 1# 2# 3# 4# 5# 6# 7# 8# 9# 10# 11# 12#, Apply to oil, acrylic, watercolor, art painting, face painting, miniatures, detailing, craft art painting, model, etc.       Nylon brushes are secured with high quality aluminum crimped ferrules. Durable brushes won’t loosen or fall apart - built to last. The artist filbert head brushes are made of finest quality of soft synthetic bristles with white short wooden handles. Perfect Gifts for Halloween, Christmas, Thanksgiving, Birthday Present, Graduation, Valentine's and Easter Day. Perfect for all sorts of art paints, handmade filbert head nylon brushes work great for watercolor, oil, acrylic painting, special effects makeup, face painting / miniature, model, craft, rock painting, etc   EASY CARE & RESHAPE Simply clean brushes with warm water immediately after use (or follow paint manufacturer’s instructions) and reshape brush tip. Store in our plastic storage container after thoroughly dry until the next painting project   Filbert Paint Brushes Set, 12 PCS Artist Brush Artist Brush for Acrylic Oil Watercolor Gouache Artist Professional Painting Kits with Synthetic Nylon Tips Filbert Paint Brushes Set of 12 Calligraphy Pens,Hand Lettering Pens, Calligraphy Brush Pen set of 8 Paint Brushes Set of 14 Watercolor Paint Set of 48 Colors Micro-Pen Fineliner Ink Pens of 12 12 Pack Drawing Pencils Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.6 out of 5 stars 1,381 4.6 out of 5 stars 429 4.7 out of 5 stars 2,697 4.7 out of 5 stars 768 4.4 out of 5 stars 543 4.7 out of 5 stars 290 Price $7.99$7.99 $7.94$7.94 $8.97$8.97 $6.97$6.97 $8.99$8.99 $5.99$5.99 Applications Drawing, watercolor, oil, acrylic painting, special effects makeup, face painting / miniature, model, craft, rock painting calligraphy practicing, writing, hand lettering, art drawings, signature, design, outlining, doodling,drawing,sketch Drawing, watercolor, oil, acrylic painting, special effects makeup, face painting / miniature, model, craft, rock painting Watercolor painting, sketching, writing, drawing Drawing and Shading, Shading Pencils for Sketching Good for Mixed Media ? ? ? ? ? ? Artist of all Levels ? ? ? ? ? ?",17.0,8.97,2697,2695,4.7,1000.0,"Arts, Crafts & Sewing",43,China
418,"Pro Grade - Chip Paint Brushes - 96 Ea 2 Inch Chip Brush for Paints, Stains, Varnishes, Glues, & Gesso",Pro¦¦¦ade¦¦¦ppl¦¦¦¦¦¦,"Pro Grade Chip Paint Brushes Pro Grade Chip Paint Brushes Pro Grade Chip Paint Brushes Pro Grade Chip Paint Brushes Pro Grade Chip Paint Brushes Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.4 out of 5 stars 866 4.4 out of 5 stars 1,817 4.4 out of 5 stars 839 4.5 out of 5 stars 519 4.5 out of 5 stars 164 Price $6.99$6.99 $11.99$11.99 $17.99$17.99 $16.99$16.99 $24.99$24.99 Brush Size 1"" 1"" 1.5"" 2.5"" 4"" Quantity 12 Pack 24 Pack 36 Pack 24 Pack 24 Pack",45.0,34.0,1194,2073,4.6,1000.0,"Arts, Crafts & Sewing",34,
447,"Falling in Art Soft Linoleum Carving Block, Linocut Block for Printmaking, 8 Inches by 10 Inches, Gray, 2-Pack",You¦¦¦ele¦¦¦on,The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.   Soft Safety Material ideal to engrave delicate patterns and stamp on your handicrafts for a long time.   Cut into varisized smaller Can be cut into varisized smaller rubber sheets.,15.0,15.0,887,7086,4.5,200.0,"Arts, Crafts & Sewing",2,China
491,Transon Artist Paint Brush Set of 12 for Watercolor Acrylic Gouache Oil and Tempera Painting,TRA¦¦¦N,"This series of paint brushes are hand-crafted premium set, and they are also practical. They are perfect for canvas painting, body painting, rock painting, craft painting, decoration painting, etc. A range of brush sizes is important to accommodate different painting needs and scales: Flat: 3, 7, 12 Filbert: 8, 10 Angled: 4, 7, 11 Round: 5, 9 Liner: 1, 2 Overall length: #1 20.7cm #2 20.3cm #3 20.3cm #4 20.4cm #5 20.9cm #6 21.5cm #7 21.6cm #8 22cm #9 22.3cm #10 22.6c #11 23cm #12 23cm       Transon synthetic bristles Transon synthetic bristles are great choice for multi-medium brushes as they are durable, resilient, and can withstand the different painting medium. They are also easier to clean and maintain. Professional Bristles that are with well balanced density that allows for control and smooth application across different mediums like acrylic, oil, gouache, watercolor.Brushes with a variety of shapes, such as round, flat, filbert, angular, and rigger, allow for versatility in different painting techniques and styles. Comfortable Ergonomically designed handles are comfortable to hold for extended periods of use and provide a secure grip, they also reduce hand fatigue for longer painting sessions.   Care Your Brushes Clean the brushes right after use by soaking in lukewarm soap water (Do not use hot water!) and rinse well. Gently reshape the bristles with fingers, let dry first in room-temperature(Do not rest the brushes on their hairs!). Premium & Professional Premium Brush Set Premium nylon, dual color, high flexibility, great water absorbency, carries a fare amount of paints.Ergonomic handle, medium size, smooth touch, comfortable grip, .Cold black, high-intensity aluminum ferrules, sturdy and durable. Assorted & Versatile Assorted tips including: round, liner, flat, filbert, angle. Works with different media: Watercolor, Acrylic, Oil, Tempera, Gouache, etc. Transon Professional Artist Paint Brush Set 12-pack     24color Acrylic Paint Kit with 12 Assroted Brush Set and 1 Paint Palette Paint Brush Kit 16 Paint Brushes with Foam Brush Sponge Spatula and Brush Case Transon Paint Brush Kit 10pcs Art Brushes and 1 Paint Spatula with Brush Case 20pcs Art Painting Brush Set Transon 14pcs Art Painting Brush Set for Acrylic, Watercolor and Oil Painting Transon 12colors Face Painting Kit for Kids Adults Non-toxic Water-based Paint Add to Cart Buying Options Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.6 out of 5 stars 313 4.7 out of 5 stars 5,204 4.6 out of 5 stars 464 4.6 out of 5 stars 1,791 4.6 out of 5 stars 128 3.6 out of 5 stars 48 Price $15.99$15.99 — $12.99$12.99 $6.99$6.99 $7.99$7.99 $8.99$8.99 Count 24 20 12 20 14 N/A",13.0,13.0,5204,1060,4.7,3000.0,"Arts, Crafts & Sewing",17,China
496,"40 PCS Replacement Blades for Cricut Explore Air 2, Luxiv 3rd Party Accessory Replacement Cutting Blades, 20P 45° Blade for Cricut, 10P 30°Replacement Blade for Cricut, 10P 60° Deep Blades",HDT¦¦¦,"Luxiv Replacement Blades for Cricut Air 2 with 30, 45, 60 Degree     Package bpx Package box convenient for use and storage         40 pcs ( 20 pcs 45 degree + 10 pcs 30 degree + 10 pcs 60 degree) 20 pcs ( 10 pcs 45 degree + 5 pcs 30 degree + 5 pcs 60 degree) Premium Fine Point Blade with Housing Premium Fine Point Blade Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.5 out of 5 stars 5,335 4.5 out of 5 stars 5,335 4.0 out of 5 stars 7 4.5 out of 5 stars 160 Price $7.99$7.99 $6.49$6.49 $8.99$8.99 $7.99$7.99 package box ? ? ? ? package quantity 40 pcs 20 pcs 20 and 40 available 11 pcs Blade degree 30,45,60 30,45,60 45 45",7.99,7.99,5335,3466,4.5,800.0,"Arts, Crafts & Sewing",11,
519,Pink Power Electric Hot Glue Pot for Crafts w/Adjustable Temp 225-400 F - 160ml Hot Glue Skillet for Crafting - Hot Glue Pots for Crafters - Mini Electric Skillet Hot Glue Stick Glue Pellet Pot,Sun¦¦¦t P¦¦¦uct¦¦¦,Previous page Next page 1 Hotness 2 Crafting 3 Fixing & Repair 4 Versatile     Check Out Other Items From PINK POWER PP220 Hot Glue Pot Add to Cart PP220 + PP221 Buying Options PP224 Spool Storage Rack Add to Cart PP217 Corded Glue Gun Buying Options PP215 Cordless Glue Gun Add to Cart PP209 Utility Knife Add to Cart HG2043-SC Storage Case Add to Cart Customer Reviews 4.4 out of 5 stars 99 5.0 out of 5 stars 1 4.5 out of 5 stars 97 4.0 out of 5 stars 51 4.2 out of 5 stars 195 4.6 out of 5 stars 179 4.4 out of 5 stars 23 Price $32.99$32.99 — $39.99$39.99 — $24.99$24.99 $9.99$9.99 $14.99$14.99 Power Voltage 100 - 220V 2.2 lbs / 1lb n/a 60W/100W 3.6V n/a n/a Product Weight 2.2 lbs 6.6 x 6.6 x 3.4 in 4.7 lbs 0.6 lbs 0.9 lbs 0.2 lbs 0.4 lbs Product Dimension 6.6 x 6.6 x 3.4 in 100 - 220V 7 x 7 x 15 in 7.2 x 6.5 x 1 in 5.3 x 4.5 x 1.8 in 6.1 x 1.61 x 1.18 in 10.2 x 6.34 x 2.6 in Color Pink Pink / Transparent Pine Wood Pink Pink Pink Pink Battery n/a n/a n/a n/a n/a n/a n/a,40.0,33.0,99,11406,4.4,200.0,"Arts, Crafts & Sewing",80,China
531,"Winsor & Newton Winton Long Handle Brush (5 Pack) (Round 6, Filbert 6, Flat 6, Bright 8, Fan 3)",Ama¦¦¦.co¦¦¦,"Winsor & Newton Winton brushes are made from quality hog bristles, hand-set into corrosion-resistant ferrules. The natural curve of the hog bristle produces a resilient brush which retains its shape even after heavy use, allowing the artist more control and accuracy, whether painting with oil, alkyds or acrylics.",35.0,24.8,273,47738,4.5,50.0,"Arts, Crafts & Sewing",13,United Kingdom
550,"Glue Dots .375"" Poster Dot Disposable Dispenser - 200 Clear Dots",Ama¦¦¦.co¦¦¦,"Glue Dots, the original ready-to-stick double-sided adhesive dots, are the clean and safe alternative to liquid glues, hot-melt glue guns, and tapes. Our crafting glue comes in easy-to-use disposable applicators, rolls, and sheets instead of the traditional bottle or stick to help eliminate mess. Our double-sided Glue Dots are available in temporary and permanent adhesive formulas that are specifically designed to make projects around your home, school, or office simpler. Our craft Glue Dots are easy to use regardless of age or ability, acid-free, photo-safe, and kid-friendly. These super-sticky dots are designed to work on a variety of materials including paper, glass, metal, plastic, wood, foam, cardstock, photos, and more. Glue Dots are the perfect adhesive solution to make your life easier.",7.0,5.99,497,2823,4.1,800.0,"Arts, Crafts & Sewing",66,United Kingdom
